thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
326390,326390:67,"""@Guillaume: The biggest question is whether you're comfortable having a dependency on a 3rd party library.""",o,"[""'Usability'""]",,,,
326390,326390:68,"""If you do have Commons IO or [Guava]( URL_http://stackoverflow.com/a/2224519/56285 ) in your project, then use that (just for code simplicity; otherwise there likely won't be a noticeable difference).""",p,"[""'Usability'""]",,suggestion,,
326390,326390:69,"""From URL_http://weblogs.java.net/blog/pat/archive/2004/10/stupid_scanner.html [this-page] the one-line solution: CODESNIPPET_JAVA1 .""",p,"[""'Usability'""]",,,,
326390,326390:70,"""or CODESNIPPET_JAVA2 .""",o,"[""'Others'""]",,,,
326390,326390:71,"""If you want to set the charset .""",o,"[""'Others'""]",,,,
326390,326390:72,"""+1 I thought the selimeter should be \\\Z.""",o,"[""'Others'""]",,,,
326390,326390:73,"""\\\A works because there is no ""other beginning of file"", so you are in fact read the last token...which is also the first.""",o,"[""'Usability'""]",,,,
326390,326390:74,"""Never tried with \\\Z.""",o,"[""'Others'""]",,,,
326390,326390:75,"""Also note you can read anything that is Readable , like Files, InputStreams, channels...I sometimes use this code to read from the display window of eclipse, when I'm not sure if I'm reading one file or another...yes, classpath confuses me.""",p,"[""'Usability'""]",,,,
326390,326390:76,"""As the poster, I can say I really don't know if and when the file is properly close...I never write this one in production code, I use it only for tests or debug.""",n,"[""'Usability'""]",,,,
326390,326390:77,"""It has a limit of 1024 chars I think.""",o,"[""'Others'""]",,,,
326390,326390:78,"""Scanner implements Closeable (it invokes close on the source) - so while elegant it shouldn't really be a one-liner.""",o,"[""'Usability'""]",,,,
326390,326390:79,"""The default size of the buffer is 1024, but Scanner will increase the size as necessary (see Scanner#makeSpace()).""",o,"[""'Others'""]",,,,
326390,326390:80,"""This one fails for empty files with a java.util.NoSuchElementException.""",n,"[""'Bug'""]",,,,
326390,326390:81,"""If you're looking for an alternative that doesn't involve a 3rd party library (e.g.""",o,"[""'Others'""]",,,,
326390,326390:82,"""commons IO), you can use the URL_http://java.sun.com/javase/6/docs/api/java/util/Scanner.html [Scanner] class CODESNIPPET_JAVA1 .""",p,"[""'Documentation'"", ""'Usability'""]",,suggestion,,
326390,326390:83,"""I think this is the best way.""",p,"[""'OnlySentiment'""]",,,,
326390,326390:84,"""Check out URL_http://java.sun.com/docs/books/tutorial/essential/io/scanning.html .""",p,"[""'Documentation'""]",,suggestion,,
326390,326390:85,"""The Scanner constructor that accepts a String doesn't treat the string as the name of a file to read, but as the text to be scanned.""",o,"[""'Others'""]",,,,
326390,326390:86,"""I make that mistake all the time.""",n,"[""'OnlySentiment'""]",,,,
326390,326390:87,""":-/.""",n,"[""'Others'""]",,,,
326390,326390:88,"""@Alan, good catch.""",p,"[""'OnlySentiment'""]",,,,
326390,326390:89,"""I edited Don's answer slightly to fix that (I hope).""",n,"[""'Bug'""]",,,,
326390,326390:90,"""fileContents.append(scanner.nextLine()).append(lineSeparator);.""",o,"[""'Others'""]",,,,
326390,326390:91,"""Change the initialization statement to Scanner scanner new Scanner((Readable) new BufferedReader(new FileReader(file)));.""",o,"[""'Others'""]",,,,
326390,326390:92,"""Otherwise you may only capture part of the file.""",o,"[""'Others'""]",,,,
326390,326390:93,"""URL_http://code.google.com/p/guava-libraries/ [Guava] has a method similar to the one from Commons IOUtils that Willi aus Rohr mentioned: CODESNIPPET_JAVA1 .""",o,"[""'Compatibility'""]",,suggestion,,
326390,326390:94,""" by Oscar Reyes** This is the (simplified) underlying code on the cited library: CODESNIPPET_JAVA2 .""",o,"[""'Usability'""]",,,,
326390,326390:95,""" (by Jonik): The above doesn't match the source code of recent Guava versions.""",n,"[""'Compatibility'""]",,,,
326390,326390:96,"""For the current source, see the classes URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/Files.java [Files] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharStreams.java [CharStreams] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/ByteSource.java [ByteSource] and URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharSource.java [CharSource] in URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io [com.google.common.io] package.""",o,"[""'Others'""]",,suggestion,,
326390,326390:97,"""This code has casting from long to int which could pop up some crazy behaviour with big files.""",n,"[""'Bug'""]",,,,
326390,326390:98,"""Has extra spaces and where do you close the inputstream?""",o,"[""'Usability'""]",,,,
326390,326390:99,"""@M-T-A: The stream closed, note the use of Closer in [CharSource]( URL_http://code.google.com/p/guava - libraries/source/browse/guava/src/com/google/common/io/CharSource.java).""",o,"[""'Usability'""]",,,,
326390,326390:100,"""The code in the answer isn't the actual, current Guava source.""",n,"[""'Usability'""]",,,,
326390,326390:101,"""That code will normalize line breaks, which may or may not be what you really want to do.""",o,"[""'Usability'""]",,,,
326390,326390:102,"""Here's an alternative which doesn't do that, and which is (IMO) simpler to understand than the NIO code (although it still uses java.nio.charset.Charset): CODESNIPPET_JAVA1 .""",p,"[""'Usability'""]",,,,
326390,326390:103,"""Which one is ""that"" code?""",o,"[""'Others'""]",,,,
326390,326390:104,"""The code in the question.""",o,"[""'Others'""]",,,,
326390,326390:105,"""No real need to close the BufferedReader/InputStreamReader as they're only wrapping the stream +1 !!""",o,"[""'Others'""]",,,,
326390,326390:106,"""!.""",o,"[""'Others'""]",,,,
326390,326390:107,"""Forgive me for reviving a comment this old, but did you mean to pass in a String object called ""file"", or should that be a File object instead?""",o,"[""'Usability'""]",,,,
326390,326390:108,"""@BryanLarson: Either's fine.""",o,"[""'OnlySentiment'""]",,,,
326390,326390:109,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
326390,326390:110,"""....... CODESNIPPET_JAVA2 .""",o,"[""'Others'""]",,,,
326390,326390:111,"""Or even more simple: new String(Files.readAllBytes(FileSystems.getDefault().getPath( filename)));.""",o,"[""'Usability'""]",,,,
326390,326390:112,"""or new String(Files.readAllBytes(Paths.get(filename))); :-).""",p,"[""'Others'""]",,,,
326390,326390:113,"""Well played, and to save the next guy the Googling, [Paths is apparently 1.7+]( URL_http://docs.oracle.com/javase/7/docs/api/java/nio/file/Paths.html ) as is [FileSystems]( URL_http://docs.oracle.com/javase/7/docs/api/java/nio/file/FileSys tems.html).""",o,"[""'Documentation'""]",,,,
326390,326390:114,"""(Dang it!""",n,"[""'OnlySentiment'""]",,,,
326390,326390:115,""").""",n,"[""'Others'""]",,,,
326390,326390:116,"""It;s a shame this answer doesn't have more votes.""",o,"[""'Community'""]",,,,
326390,326390:117,"""I was looking for the quickest and simplest way to get a text file into a String.""",n,"[""'Performance'"", ""'Usability'""]",,,,
326390,326390:118,"""This is it and if I didn't scroll down and down and down, I would have missed it.""",p,"[""'Usability'""]",,,,
326390,326390:119,"""The OP should consider accepting this answer to move it to the top.""",o,"[""'Community'""]",,,,
326390,326390:120,"""If it's a text file why not use apache commons-io?""",o,"[""'Usability'""]",,,,
326390,326390:121,"""URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html [ URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html ] It has the following method CODESNIPPET_JAVA1 .""",p,"[""'Others'""]",,suggestion,,
326390,326390:122,"""If you want the lines as a list use CODESNIPPET_JAVA2 .""",n,"[""'Usability'""]",,,,
326390,326390:123,"""Java attempts to be extremely general and flexible in all it does.""",n,"[""'Usability'""]",,,,
326390,326390:124,"""As a result, something which is relatively simple in a scripting language (your code would be replaced with "" CODETERM1 "" in python) is a lot more complicated.""",o,"[""'Usability'""]",,,,
326390,326390:125,"""There doesn't seem to be any shorter way of doing it, except using an external library (like URL_http://stackoverflow.com/questions/326390 /is-there-an-alternative-to-this-way-of-read-file-to-a-string-in-java#326413 [Willi-aus-Rohr] mentioned).""",o,"[""'Usability'""]",,suggestion,,
326390,326390:126,"""Your options: Use an external library.""",o,"[""'Usability'""]",,,,
326390,326390:127,""" Copy this code into all your projects.""",p,"[""'Usability'""]",,,,
326390,326390:128,""" Create your own mini-library which contains functions you use often.""",o,"[""'Usability'""]",,,,
326390,326390:129,"""Your best bet is probably the 2nd one, as it has the least dependencies.""",n,"[""'Usability'""]",,,,
326390,326390:130,"""Yeap.""",n,"[""'Others'""]",,,,
326390,326390:131,"""It makes the ""high"" level language take a different meaning.""",p,"[""'Usability'""]",,,,
326390,326390:132,"""Java is high level compared with C but low compared with Python or Ruby.""",n,"[""'Usability'""]",,,,
326390,326390:133,"""Agree that Java is long on high-level abstractions but short on convenience methods.""",o,"[""'Usability'""]",,,,
326390,326390:134,"""True, Java has an insane number of ways of dealing with Files and many of them seem complicated.""",o,"[""'Usability'""]",,,,
326390,326390:135,"""But this is fairly close to what we have in higher level languages: byte[] bytes Files.readAllBytes(someFile.toPath());.""",o,"[""'Others'""]",,suggestion,,
326390,326390:136,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
326390,326390:137,"""I think this has the inconvenience os using the platform default encoding.""",n,"[""'Usability'""]",,,,
326390,326390:138,"""+1 anyway :).""",n,"[""'OnlySentiment'""]",,,,
326390,326390:139,"""I seems to me that the finally block does not know variables defined in the try block.""",o,"[""'Others'""]",,,,
326390,326390:140,"""javac 1.6.0_21 throws the error cannot find symbol.""",o,"[""'Bug'""]",,,,
326390,326390:141,"""To read a File as binary and convert at the end CODESNIPPET_JAVA1 .""",p,"[""'Others'""]",,,,
326390,326390:142,"""There is a variation on the same theme that uses a for loop, instead of a while loop, to limit the scope of the line variable.""",o,"[""'Others'""]",,,,
326390,326390:143,"""Whether it's ""better"" is a matter of personal taste.""",o,"[""'Others'""]",,,,
326390,326390:144,"""CODESNIPPET_JAVA1 .""",n,"[""'Others'""]",,,,
326390,326390:145,"""This will change the newlines to the default newline choise.""",o,"[""'Others'""]",,,,
326390,326390:146,"""This may be desirable, or unintended.""",o,"[""'OnlySentiment'""]",,,,
326390,326390:147,"""Rolled back the edit to this answer because the point was to narrow the scope of the line variable.""",o,"[""'Others'""]",,,,
326390,326390:148,"""The edit declared it twice, which would be a compile error.""",p,"[""'Bug'""]",,,,
326390,326390:149,"""Be aware when using CODETERM1 the returned integer does not have to represent the actual file size, but rather the guessed amount of bytes the system should be able to read from the stream without blocking IO.""",p,"[""'Others'""]",,,,
326390,326390:150,"""A safe and simple way could look like this CODESNIPPET_JAVA1 .""",n,"[""'Performance'"", ""'Usability'""]",,,,
326390,326390:151,"""It should be considered that this approach is suitable for multi-byte character encodings like UTF-8.""",n,"[""'Usability'""]",,,,
326390,326390:152,"""This code may give unpredictable results.""",n,"[""'Usability'""]",,,,
326390,326390:153,"""According to the [documentation](htt p://docs.oracle.com/javase/7/docs/api/java/io/InputStream.html#available%28%29 ) of the available() method, there is no guarantee that the end of file is reached in the event that the method returns 0.""",n,"[""'Usability'""]",,,,
326390,326390:154,"""In that case you might end up with an incomplete file.""",p,"[""'Bug'""]",,,,
326390,326390:155,"""What's worse, the number of bytes actually read can be smaller than the value returned by available(), in which case you get corrupted output.""",p,"[""'Bug'""]",,,,
326390,326390:156,"""A flexible solution using URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/IOUtils.html [IOUtils] from Apache URL_http://commons.apache.org/io/ [commons-io] in combination with URL_http://docs.oracle.com/javase/6/docs/api/java/io/StringWriter.html [StringWriter] : CODESNIPPET_JAVA1 .""",p,"[""'Documentation'"", ""'Usability'""]",,suggestion,,
